""	"Component"	"Collection"	"pathway"	"BG_genes"	"genes_in_pathway"	"genes_in_path_and_BG"	"genes_of_interest"	"genes_of_interest_in_pathway"	"gene_names_in_pathway"	"cont_n1"	"cont_n2"	"cont_n3"	"cont_n4"	"CI_95"	"odds_ratio"	"p_val"	"p_adj"
"421"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_ECM_RECEPTOR_INTERACTION"	14267	106	70	11032	62	"AGRN,CD36,CD44,CD47,CHAD,COL11A1,COL1A1,COL1A2,COL2A1,COL3A1,COL4A1,COL4A2,COL4A4,COL4A6,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COMP,DAG1,FN1,HMMR,HSPG2,IBSP,ITGA11,ITGA2,ITGA3,ITGA5,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB4,ITGB5,LAMA1,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,RELN,SDC1,SDC2,SDC3,SDC4,SPP1,SV2A,SV2C,THBS1,THBS2,TNC,TNR,TNXB,VTN,VWF"	62	10970	8	3227	"1.1993-Inf"	2.27958268538498	0.0128873568168635	0.100250144395527
"257"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_NECTIN_PATHWAY"	14267	30	28	10578	26	"AFDN,CDC42,CLDN1,CRK,CTNNA1,CTNNB1,F11R,FARP2,IQGAP1,ITGAV,NECTIN1,NECTIN2,PDGFB,PDGFRB,PIK3CA,PIK3R1,PIP5K1C,PTK2,PTPRM,PVR,RAC1,RAP1B,RAPGEF1,SRC,TLN1,VAV2"	26	10552	2	3687	"1.3278-Inf"	4.5421592834652	0.0129926971277251	0.100250144395527
"291"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_S1P_S1P3_PATHWAY"	14267	30	28	10578	26	"AKT3,FLT1,GNA11,GNA12,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAZ,ITGAV,JAK2,MAPK1,MAPK3,PDGFB,PDGFRB,RAC1,RHOA,S1PR1,S1PR2,S1PR3,SRC,VEGFA"	26	10552	2	3687	"1.3278-Inf"	4.5421592834652	0.0129926971277251	0.100250144395527
"812"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_ALZHEIMERS_DISEASE"	14267	193	140	10646	116	"ADAM10,ADAM17,APAF1,APBB1,APH1A,APOE,APP,ATF6,ATP2A2,ATP2A3,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1E,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,BACE1,BACE2,BAD,BID,CACNA1D,CALM1,CALM2,CALM3,CASP3,CASP8,CDK5,CDK5R1,CHP1,CHP2,COX4I1,COX4I2,COX5A,COX5B,COX6A2,COX6B1,COX6C,COX7A2,COX7A2L,COX7B,COX7C,CYC1,CYCS,EIF2AK3,ERN1,FADD,FAS,GAPDH,GNAQ,GRIN2C,GRIN2D,GSK3B,HSD17B10,IDE,ITPR1,ITPR2,ITPR3,LPL,MAPK1,MAPK3,MAPT,MME,NAE1,NCSTN,NDUFA10,NDUFA2,NDUFA3,NDUFA4,NDUFA4L2,NDUFA5,NDUFA6,NDUFA9,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PLCB1,PLCB2,PLCB3,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PSEN1,PSENEN,SDHA,SDHB,SDHC,SDHD,SNCA,TNFRSF1A,UQCRB,UQCRC1,UQCRC2,UQCRFS1"	116	10530	24	3597	"1.1256-Inf"	1.65091820254192	0.0131224822886908	0.100250144395527
"1003"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_PARKINSONS_DISEASE"	14267	148	107	10970	92	"APAF1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5MC1,ATP5MC2,ATP5MC3,ATP5PB,ATP5PD,ATP5PF,ATP5PO,CASP3,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6C,COX7A1,COX7A2,COX7A2L,COX8A,CYC1,CYCS,GPR37,HTRA2,NDUFA1,NDUFA10,NDUFA3,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PARK7,PINK1,PPID,PRKN,SDHA,SDHB,SDHC,SDHD,SEPTIN5,SLC18A2,SLC25A5,SLC25A6,SLC6A3,SNCA,SNCAIP,TH,UBA1,UBA7,UBB,UBE2G1,UBE2G2,UBE2J1,UBE2J2,UBE2L3,UBE2L6,UCHL1,UQCR10,UQCR11,UQCRB,UQCRC1,UQCRC2,UQCRFS1,UQCRH,UQCRQ,VDAC1,VDAC2"	92	10878	15	3282	"1.1497-Inf"	1.85035209991017	0.0134092549828412	0.100250144395527
"2814"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	14267	255	96	10970	83	"CADM1,CADM3,CD2,CD22,CD276,CD34,CD4,CD40,CD58,CD86,CD8A,CD8B,CD99,CDH15,CDH2,CDH4,CDH5,CLDN1,CLDN15,CLDN2,CLDN23,CLDN4,CLDN5,CLDN7,CNTN1,CNTNAP1,CNTNAP2,ESAM,F11R,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,ICAM2,ITGA8,ITGAL,ITGAM,ITGAV,ITGB2,ITGB8,JAM2,L1CAM,MADCAM1,MAG,MPZ,MPZL1,NCAM1,NCAM2,NECTIN1,NECTIN2,NECTIN3,NFASC,NLGN2,NLGN3,NRCAM,PDCD1,PDCD1LG2,PECAM1,PTPRC,PTPRF,PTPRM,PVR,SDC1,SDC2,SDC4,SELL,SELPLG,SIGLEC1,VCAM1,VCAN"	83	10887	13	3284	"1.1564-Inf"	1.92573242962627	0.0137354845885702	0.100300980483978
"49"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	14267	101	85	10578	72	"AKT2,AKT3,AMPH,ARF6,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,ASAP1,ASAP2,CDC42,CFL1,CRK,CRKL,DNM1L,DNM3,FCGR1A,FCGR2A,FCGR3A,GAB2,GSN,HCK,INPP5D,LIMK2,LYN,MAP2K1,MAPK1,MAPK3,MARCKS,MARCKSL1,PAK1,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIKFYVE,PIP4K2B,PIP5K1A,PIP5K1B,PIP5K1C,PLA2G4A,PLA2G4D,PLA2G6,PLCG1,PLCG2,PLD2,PLPP1,PLPP2,PLPP3,PRKCA,PRKCD,PTPRC,RAC1,RAC2,RAF1,RPS6KB1,RPS6KB2,SPHK1,SPHK2,SYK,VASP,VAV1,VAV2,WAS,WASF1,WASF2,WASF3"	72	10506	13	3676	"1.156-Inf"	1.93789199258284	0.0141183901381966	0.100753965986221
"90"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_NOTCH_SIGNALING_PATHWAY"	14267	57	44	10578	39	"ADAM17,APH1A,CIR1,CTBP1,CTBP2,DLL1,DLL3,DLL4,DTX2,DTX3,DTX3L,DTX4,DVL2,DVL3,EP300,HDAC1,HDAC2,HES1,JAG1,JAG2,KAT2A,KAT2B,LFNG,MAML1,MAML2,MAML3,MFNG,NCSTN,NOTCH1,NOTCH2,NOTCH3,NOTCH4,NUMB,NUMBL,PSEN2,PSENEN,RBPJ,RFNG,SNW1"	39	10539	5	3684	"1.2084-Inf"	2.72657430352187	0.0158146200785216	0.110350904547906
"12"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_APOPTOSIS"	14267	98	79	10578	67	"AIFM1,AKT2,AKT3,APAF1,ATM,BAD,BAX,BCL2,BCL2L1,BID,BIRC2,BIRC3,CAPN1,CAPN2,CASP10,CASP3,CASP6,CASP7,CASP8,CASP9,CFLAR,CHP1,CHP2,CHUK,CSF2RB,CYCS,DFFA,ENDOD1,ENDOG,EXOG,FADD,IKBKB,IL1RAP,IL3RA,IRAK1,IRAK2,IRAK3,IRAK4,MAP3K14,MYD88,NFKB1,NFKBIA,NGF,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKACB,PRKAR1A,PRKAR1B,PRKX,RELA,RIPK1,TNFRSF10A,TNFRSF10B,TNFRSF10D,TNFRSF1A,TNFSF10,TP53,TRADD,TRAF2"	67	10511	12	3677	"1.1408-Inf"	1.95319412142637	0.0167298012297042	0.114199077959285
"167"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_AURORA_B_PATHWAY"	14267	39	38	10578	34	"AURKA,AURKB,AURKC,BIRC5,BUB1,CBX5,CDCA8,CENPA,CUL3,EVI5,INCENP,KIF20A,KIF23,KIF2C,MYLK,NCAPD2,NCAPG,NCAPH,NCL,NDC80,NPM1,NSUN2,PEBP1,PPP1CC,PPP2R5D,PSMA3,RACGAP1,RHOA,SEPTIN1,SGO1,SMC2,STMN1,TACC1,VIM"	34	10544	4	3685	"1.2034-Inf"	2.97063461837845	0.0177876404025859	0.118836576306637
"1714"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_ASTHMA"	14267	113	15	10970	15	"CD40,FCER1A,FCER1G,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IL10,MS4A2"	15	10955	0	3297	"1.3607-Inf"	Inf	0.0193708251947889	0.126293863179127
"269"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_P73PATHWAY"	14267	82	73	10578	62	"ABL1,ADA,AEN,BAK1,BAX,BBC3,BUB1,BUB3,CASP2,CCNA2,CCNB1,CDK1,CDK2,CDK6,CDKN1A,CHEK1,DEDD,EP300,FASN,FBXO45,FLOT2,FOXO3,GATA1,GDF15,GRAMD4,HSF1,IL1RAP,IL4R,ITCH,JAG2,JAK1,KAT5,MAPK11,MAPK14,MDM2,MYC,NEDD4L,NSG1,PEA15,PFDN5,PIN1,PLK1,PLK3,PLPP1,PML,PRKACB,RACK1,RAD51,RB1,RCHY1,RELA,RNF43,S100A2,SERPINE1,SFN,SIRT1,SP1,TP53I3,TP73,TUBA1A,UBE4B,YAP1"	62	10516	11	3678	"1.1242-Inf"	1.97134359476079	0.0198432607878367	0.126293863179127
"146"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_VEGF_SIGNALING_PATHWAY"	14267	80	63	10578	54	"AKT2,AKT3,BAD,CASP9,CDC42,CHP1,CHP2,HRAS,HSPB1,KDR,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK11,MAPK13,MAPK14,MAPK3,MAPKAPK2,MAPKAPK3,NFATC1,NFATC2,NFATC3,NFATC4,NOS3,NRAS,PIK3CA,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PLA2G1B,PLA2G4A,PLA2G5,PLA2G6,PLCG1,PLCG2,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PRKCA,PTGS2,PTK2,RAC1,RAC2,RAC3,RAF1,SH2D2A,SPHK1,SPHK2,SRC,VEGFA"	54	10524	9	3680	"1.1304-Inf"	2.09806674949947	0.0204655617538837	0.126293863179127
"2501"	"gene_taxa_component_10.txt"	"C2_CP"	"PID_LYSOPHOSPHOLIPID_PATHWAY"	14267	70	61	11032	54	"ADCY3,ADCY4,ADCY5,ADCY6,ADCY8,ADCY9,ADRA1B,AKT1,ARHGEF1,BCAR1,CXCL8,EGFR,GAB1,GNA11,GNA12,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAO1,GNAQ,GNAZ,GNB1,GNG2,GSK3B,HBEGF,HRAS,IL6,JUN,LPAR1,LPAR2,LPAR3,LYN,MAPT,MMP2,NFKB1,NFKBIA,PIK3CB,PIK3R1,PLCG1,PLD2,PRKCD,PRKD1,PTK2,PTK2B,PXN,RAC1,RELA,RHOA,SLC9A3R2,SRC,TIAM1,TRIP6"	54	10978	7	3228	"1.1407-Inf"	2.26812885974298	0.0205126975227244	0.126293863179127
"253"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_MYC_ACTIV_PATHWAY"	14267	114	77	10578	65	"ACTL6A,BAX,BCAT1,BIRC5,BMI1,CAD,CCNB1,CDC25A,CDCA7,CDK4,DDX18,E2F3,EIF2S1,EIF4A1,EIF4G1,ENO1,EP300,FOSL1,GAPDH,HMGA1,HUWE1,ID2,KAT2A,KAT5,LDHA,MAX,MMP9,MTA1,MTDH,MYC,MYCT1,NCL,NME1,NME2,NPM1,ODC1,PDCD10,PEG10,PIM1,PMAIP1,POLR3D,PRDX3,PTMA,RCC1,RIOX2,RPL11,RUVBL1,RUVBL2,SERPINI1,SHMT1,SLC2A1,SMAD3,SMAD4,SNAI1,SUPT3H,SUPT7L,TAF10,TAF12,TAF4B,TAF9,TERT,TFRC,TK1,TP53,UBTF"	65	10513	12	3677	"1.1047-Inf"	1.89453417389134	0.0223962255148097	0.134129376917643
"514"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM"	14267	33	29	10970	27	"ABAT,ACY3,ADSL,ADSS2,AGXT,ALDH4A1,ALDH5A1,ASNS,ASPA,ASS1,CAD,CPS1,DDO,GAD1,GFPT1,GFPT2,GLS,GLUD1,GLUD2,GLUL,GOT1,GOT2,GPT,GPT2,IL4I1,NIT2,PPAT"	27	10943	2	3295	"1.1918-Inf"	4.06472840715268	0.0226396719001116	0.134129376917643
"302"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_TGFBR_PATHWAY"	14267	62	52	10578	45	"ARRB2,AXIN1,BAMBI,CAV1,CCN2,CTNNB1,DAB2,DACT2,DAXX,DYNLRB1,EIF2A,FKBP1A,GRB2,ITCH,MAP3K7,NEDD4L,PARD6A,PML,PPP1CA,PPP1R15A,PPP2CB,PPP2R2A,RHOA,RPS6KB1,SHC1,SKIL,SMAD2,SMAD3,SMAD4,SMAD7,SMURF1,SMURF2,SOS1,SPTBN1,STRAP,TAB1,TGFB1,TGFB2,TGFB3,TGFBR1,WWP1,YAP1,YWHAE,ZFYVE16,ZFYVE9"	45	10533	7	3682	"1.1179-Inf"	2.24722747932058	0.0241835003147875	0.136837212475811
"343"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	14267	94	47	10970	42	"A2M,BDKRB2,C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C3AR1,C4A,C4B,C4BPA,C4BPB,C5,C5AR1,C6,C7,C8G,C9,CD46,CD59,CFB,CFD,CFI,F10,F12,F13A1,F3,F8,FGG,KNG1,MASP1,PLAUR,PROS1,SERPINA1,SERPINA5,SERPINE1,SERPING1,TFPI,THBD,VWF"	42	10928	5	3292	"1.1269-Inf"	2.53041397101828	0.0247846392500781	0.136837212475811
"1042"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"	14267	81	63	10646	54	"CALM1,CALM2,CALM3,CDIPT,CDS1,DGKA,DGKG,DGKQ,DGKZ,IMPA1,IMPA2,INPP4A,INPP4B,INPP5A,INPP5B,INPP5D,INPP5J,INPPL1,IPPK,ITPK1,ITPKA,ITPKB,ITPR1,ITPR2,ITPR3,OCRL,PI4KA,PI4KB,PIK3C2A,PIK3C2B,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PIKFYVE,PIP4K2B,PIP4K2C,PIP5K1A,PIP5K1B,PIP5K1C,PLCB1,PLCB2,PLCB3,PLCD1,PLCD3,PLCE1,PLCG1,PLCG2,PRKCA,PTEN,SYNJ1"	54	10592	9	3612	"1.1024-Inf"	2.04609650180307	0.0249009465744817	0.136837212475811
"267"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_P53_DOWNSTREAM_PATHWAY"	14267	148	127	10578	104	"AIFM2,APAF1,ATF3,BAK1,BAX,BBC3,BCL2,BCL2A1,BCL2L1,BCL2L2,BCL6,BDKRB2,BID,BNIP3L,BTG2,CARM1,CASP1,CASP10,CASP6,CAV1,CCNB1,CDKN1A,CEBPZ,COL18A1,COP1,CSE1L,DDB2,DDIT4,DDX5,DGCR8,DROSHA,DUSP1,DUSP5,E2F1,E2F2,E2F3,EP300,EPHA2,FDXR,GADD45A,GDF15,GPX1,HDAC2,HGF,HIC1,HTT,IGFBP3,IRF5,JUN,KAT2A,LIF,MAP4K4,MCL1,MDM2,MLH1,MMP2,MSH2,NDRG1,NFYA,NFYB,NFYC,PCBP4,PCNA,PERP,PIDD1,PLK3,PMAIP1,PML,PPP1R13B,PRDM1,PRKAB1,PRMT1,PTEN,PYCARD,RB1,RCHY1,RGCC,RNF144B,RRM2B,S100A2,SERPINB5,SERPINE1,SFN,SMARCA4,SNAI2,SP1,STEAP3,TADA2B,TAF9,TAP1,TFDP1,TIGAR,TNFRSF10A,TNFRSF10B,TNFRSF10D,TP53,TP53BP2,TP53I3,TP53INP1,TP73,TRIAP1,TSC2,TYRP1,VCAN"	104	10474	23	3666	"1.067-Inf"	1.58253928475516	0.0254966807462657	0.136837212475811
"299"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_TCR_CALCIUM_PATHWAY"	14267	30	19	10578	18	"BATF3,CABIN1,CHP1,FKBP1A,FOS,FOSL1,IL2RA,JUN,JUNB,NFATC1,NFATC2,NFATC3,PPP3CA,PPP3CB,PPP3R1,PTGS2,RCAN1,RCAN2"	18	10560	1	3688	"1.1927-Inf"	6.28596198249361	0.0258509080061464	0.136837212475811
"254"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_MYC_PATHWAY"	14267	28	25	10578	23	"ACTL6A,AXIN1,CDKN2A,FBXW7,GSK3B,HBP1,KAT2A,KAT5,MAX,MYC,PAK2,PIN1,PML,PPP2R5A,RUVBL1,RUVBL2,SKP2,SUPT3H,SUPT7L,TAF10,TAF12,TAF9,ZBTB17"	23	10555	2	3687	"1.1617-Inf"	4.01696105038553	0.0259950883748304	0.136837212475811
"753"	"gene_taxa_component_4.txt"	"C2_CP"	"KEGG_LEISHMANIA_INFECTION"	14267	158	58	10970	51	"C3,CYBA,ELK1,FCGR1A,FCGR2A,FCGR3A,FCGR3B,FOS,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,IFNGR1,IFNGR2,IL10,IL1A,IRAK1,ITGAM,ITGB2,JAK1,JUN,MAP3K7,MAPK11,MAPK12,MAPK13,MAPK3,MARCKSL1,MYD88,NCF2,NCF4,NFKB1,NFKBIA,NFKBIB,PRKCB,PTPN6,RELA,STAT1,TAB1,TAB2,TGFB1,TGFB2,TGFB3,TLR2,TLR4,TRAF6"	51	10919	7	3290	"1.1004-Inf"	2.19505833017816	0.0267128338994764	0.136837212475811
"1412"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_ARGININE_AND_PROLINE_METABOLISM"	14267	56	42	10646	37	"ACY1,AGMAT,ALDH18A1,ALDH1B1,ALDH2,ALDH3A2,ALDH4A1,ALDH7A1,ALDH9A1,AMD1,ARG2,ASL,ASS1,AZIN2,CKMT2,CPS1,GATM,GLS,GLUD1,GLUD2,GLUL,GOT1,GOT2,LAP3,MAOA,MAOB,NAGS,NOS3,OAT,P4HA1,P4HA2,P4HA3,PYCR1,PYCR2,SAT1,SMS,SRM"	37	10609	5	3616	"1.1137-Inf"	2.52225526327636	0.0269621348229699	0.136837212475811
"1381"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_TIGHT_JUNCTION"	14267	152	103	11032	88	"ACTG1,ACTN1,ACTN2,ACTN4,AFDN,AKT1,AKT3,AMOTL1,CASK,CDK4,CGN,CLDN1,CLDN10,CLDN11,CLDN15,CLDN2,CLDN23,CLDN3,CLDN4,CLDN5,CLDN7,CRB3,CSNK2A1,CSNK2A2,CSNK2B,CTNNA1,CTNNA2,CTNNB1,CTTN,EPB41,EPB41L1,EPB41L2,EPB41L3,EXOC3,EXOC4,F11R,GNAI1,GNAI2,HCLS1,HRAS,IGSF5,JAM2,JAM3,LLGL1,LLGL2,MAGI1,MAGI2,MAP3K20,MYH10,MYH11,MYH14,MYH7B,MYL12A,MYL12B,MYL2,MYL5,MYL9,NRAS,PARD3,PARD6A,PARD6B,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,PRKCA,PRKCB,PRKCD,PRKCH,PRKCI,PTEN,RAB13,RAB3B,RHOA,RRAS,RRAS2,SPTAN1,SRC,TJAP1,TJP1,TJP2,TJP3,VAPA,YBX3,YES1"	88	10944	15	3220	"1.0704-Inf"	1.72601668559781	0.027486272956108	0.136837212475811
"852"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_MTOR_SIGNALING_PATHWAY"	14267	54	47	10646	41	"AKT1,AKT2,BRAF,CAB39,CAB39L,EIF4B,EIF4E,EIF4EBP1,HIF1A,MAPK1,MAPK3,MLST8,MTOR,PDPK1,PGF,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R5,PRKAA1,PRKAA2,RHEB,RICTOR,RPS6,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6,RPS6KB1,RPTOR,STK11,TSC1,TSC2,ULK1,ULK2,ULK3,VEGFA,VEGFC,VEGFD"	41	10605	6	3615	"1.0994-Inf"	2.32935442299838	0.0281124450687037	0.136837212475811
"1511"	"gene_taxa_component_10.txt"	"C2_CP"	"KEGG_WNT_SIGNALING_PATHWAY"	14267	166	129	11032	109	"APC,APC2,AXIN1,AXIN2,CACYBP,CAMK2B,CAMK2D,CAMK2G,CCND1,CCND2,CCND3,CHD8,CHP1,CHP2,CREBBP,CSNK1A1,CSNK1E,CSNK2A1,CSNK2A2,CSNK2B,CTBP1,CTBP2,CTNNB1,CTNNBIP1,CUL1,CXXC4,DAAM1,DAAM2,DKK1,DKK2,DVL2,DVL3,EP300,FBXW11,FOSL1,FRAT1,FRAT2,FZD2,FZD4,FZD5,FZD6,FZD7,FZD8,GSK3B,JUN,LEF1,LRP5,LRP6,MAPK8,MAPK9,NFAT5,NFATC1,NFATC2,NFATC4,NKD1,NKD2,NLK,PLCB1,PLCB2,PORCN,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5C,PPP2R5D,PPP2R5E,PPP3CA,PPP3CC,PPP3R1,PRICKLE1,PRICKLE2,PRKACB,PRKCA,PRKCB,PRKX,PSEN1,RAC1,RAC2,RAC3,RBX1,RHOA,ROCK1,ROCK2,RUVBL1,SENP2,SFRP1,SFRP2,SFRP5,SIAH1,SKP1,SMAD3,SMAD4,SOX17,TBL1X,TBL1XR1,TCF7,TCF7L2,TP53,VANGL1,WIF1,WNT1,WNT10B,WNT3,WNT4,WNT5A,WNT5B,WNT6,WNT9A"	109	10923	20	3215	"1.0587-Inf"	1.60403298897577	0.028499585371584	0.136837212475811
"3082"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_VEGFR1_2_PATHWAY"	14267	70	67	10646	57	"AKAP1,AKT1,ARF1,BRAF,CAMKK2,CAV1,CDH5,CTNNA1,CTNNB1,DNM2,FBXW11,FES,FLT1,FYN,GAB1,GRB10,HGS,HSP90AA1,HSP90AB1,IQGAP1,ITGAV,KDR,MAP2K1,MAP2K3,MAPK1,MAPK11,MAPK14,MAPK3,MYOF,NCK1,NCK2,NEDD4,NOS3,PAK2,PDPK1,PIK3CA,PIK3R1,PLCG1,PRKAA1,PRKAA2,PRKAB1,PRKACA,PRKAG1,PRKCA,PRKCD,PTK2,PTPN11,PTPN2,PXN,RAF1,RHOA,ROCK1,SH2D2A,SHB,VCL,VEGFA,VTN"	57	10589	10	3611	"1.0786-Inf"	1.94380819108605	0.0287330961290756	0.136837212475811
"352"	"gene_taxa_component_2.txt"	"C2_CP"	"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM"	14267	36	25	10646	23	"ADI1,AHCY,AHCYL1,AHCYL2,AMD1,APIP,CDO1,CTH,DNMT1,ENOPH1,GOT1,GOT2,IL4I1,LDHA,LDHB,MAT1A,MAT2A,MAT2B,MPST,MTR,SDS,SMS,SRM"	23	10623	2	3619	"1.133-Inf"	3.91763242868999	0.0291977491588514	0.136837212475811
"2832"	"gene_taxa_component_2.txt"	"C2_CP"	"PID_REELIN_PATHWAY"	14267	30	25	10646	23	"AKT1,ARHGEF2,CDK5,CDK5R1,CRKL,FYN,GSK3B,ITGB1,LRP8,LRPAP1,MAP1B,MAP2K7,MAP3K11,MAPK8,MAPT,NCK2,PAFAH1B1,PIK3CA,PIK3R1,RAP1A,RAPGEF1,RELN,VLDLR"	23	10623	2	3619	"1.133-Inf"	3.91763242868999	0.0291977491588514	0.136837212475811
"169"	"gene_taxa_component_1.txt"	"C2_CP"	"PID_AVB3_OPN_PATHWAY"	14267	33	30	10578	27	"BCAR1,CD44,CDC42,CHUK,FOS,GSN,ILK,ITGAV,JUN,MAP3K14,MAPK1,MAPK3,MAPK8,MMP2,MMP9,NFKB1,NFKBIA,PIK3CA,PIK3R1,PIP5K1A,PLAU,PTK2B,RAC1,RELA,RHOA,ROCK2,SYK"	27	10551	3	3686	"1.1139-Inf"	3.14412316204635	0.0298037027480952	0.137137406627406
"113"	"gene_taxa_component_1.txt"	"C2_CP"	"KEGG_PURINE_METABOLISM"	14267	175	130	10578	106	"ADA,ADCY4,ADCY5,ADCY9,ADPRM,ADSL,ADSS2,AK1,AK2,AK4,AK5,AMPD2,APRT,ATIC,CANT1,DCK,DGUOK,ENTPD1,ENTPD4,ENTPD6,ENTPD8,FHIT,GART,GMPS,GUCY1A1,GUCY1B1,GUK1,HPRT1,IMPDH1,IMPDH2,ITPA,NME1,NME1-NME2,NME2,NME5,NME6,NME7,NPR1,NPR2,NT5C,NT5C3A,NT5E,NT5M,NUDT2,NUDT5,PAICS,PAPSS1,PAPSS2,PDE11A,PDE1A,PDE2A,PDE3A,PDE3B,PDE4A,PDE4D,PDE5A,PDE6A,PDE6D,PDE7B,PDE8A,PDE8B,PDE9A,PFAS,PKM,PNP,PNPT1,POLA1,POLA2,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2G,POLR2H,POLR2I,POLR2K,POLR2L,POLR3A,POLR3C,POLR3D,POLR3F,POLR3GL,POLR3H,POLR3K,PPAT,PRIM1,PRIM2,PRPS1,PRUNE1,RRM1,RRM2,RRM2B"	106	10472	24	3665	"1.05-Inf"	1.54564719957443	0.0301352899913726	0.137137406627406
